2025-11-27 17:05:47,256 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-11-27 17:05:47,273 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-11-27 17:05:47,273 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-11-27 17:05:47,273 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 201 - Setting up command manager
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 204 - Adding command manager
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 210 - Adding event handlers
2025-11-27 17:05:47,273 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-11-27 18:01:35,622 INFO  SwAddin.cs: 294 - Assembly export called for file Full_Robot
2025-11-27 18:01:37,173 INFO  SwAddin.cs: 313 - Saving assembly
2025-11-27 18:01:37,644 INFO  SwAddin.cs: 316 - Opening property manager
2025-11-27 18:01:37,677 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Full_Robot
2025-11-27 18:01:37,680 INFO  ExportHelperExtension.cs: 1136 - Found 115 in Full_Robot
2025-11-27 18:01:37,685 INFO  ExportHelperExtension.cs: 1145 - Found 15 features of type [CoordSys] in Full_Robot
2025-11-27 18:01:37,685 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-27 18:01:37,725 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2025-11-27 18:01:37,732 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Shoulder_Base_Plate-1
2025-11-27 18:01:37,733 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Shoulder_Base_Plate-1
2025-11-27 18:01:37,734 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Shoulder_Base_Plate-1
2025-11-27 18:01:37,734 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Robot_Base-1
2025-11-27 18:01:37,735 INFO  ExportHelperExtension.cs: 1136 - Found 67 in Robot_Base-1
2025-11-27 18:01:37,735 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Robot_Base-1
2025-11-27 18:01:37,735 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Shoulder_Base_Plate-2
2025-11-27 18:01:37,735 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Shoulder_Base_Plate-2
2025-11-27 18:01:37,735 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Shoulder_Base_Plate-2
2025-11-27 18:01:37,736 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Right_Shoulder_Base-1
2025-11-27 18:01:37,736 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Right_Shoulder_Base-1
2025-11-27 18:01:37,736 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Right_Shoulder_Base-1
